DENSITY	POSITIONS	SUBPEAK_LENGTH
0.0		572
0.0		692
0.0		1036
0.0		1468
0.0		786
0.0		1274
0.0		1611
0.0		1680
0.0		1095
0.0		2130
0.0		1353
0.0		2066
0.0		822
0.0		1346
0.0		955
0.0		660
0.00079554494829	827	1257
0.0		1053
0.0		806
0.0		1778
0.0		1082
0.0		975
0.0		1063
0.0		688
0.0		936
0.0		986
0.0		1991
0.0		1786
0.0		1426
0.0		1631
0.0		5814
0.0		1255
0.0		2328
0.0		900
0.0		1097
0.0		1269
0.00046904315197	1041	2132
0.0		1337
0.00017094017094	766	5850
0.0		1330
0.0		675
0.0		892
0.0		1537
0.0		1262
0.0		1446
0.0		871
0.0		828
0.0		1241
0.0		976
0.0		903
0.0		1126
0.0		980
0.0		1613
0.0		1241
0.000905797101449	48	1104
0.0		621
0.0		604
0.0		1600
0.0		1012
0.0		1103
0.0		2292
0.0		1806
0.0		903
0.0		574
0.0		1153
0.0		768
0.00178890876565	330	559
0.0		1286
0.000946073793756	439	1057
0.0		1942
0.00145560407569	283	687
0.0		1431
0.0		1535
0.0		647
0.0		548
0.0		1403
0.0		924
0.0		785
0.000620347394541	791	1612
0.0		1187
0.0		1187
0.0		876
0.0		1013
0.0		3083
0.0		1110
0.0		1385
0.0		1156
0.0		883
0.000841042893188	173	1189
0.0		1204
0.0		945
0.0		765
0.0		1540
0.0		3219
0.0		1867
0.0		1215
0.0		2680
0.000772797527048	1285	1294
0.0		1736
0.0		1409
0.0		939
0.0		886
0.00120336943442	411	831
0.0		906
0.0		2901
0.0		1244
0.0		1159
0.0		1734
0.0		1103
0.0		1440
0.0		3053
0.0		3158
0.0		1301
0.00166666666667	143	600
0.0		3215
0.0		786
0.0		897
0.0		832
0.0		1146
0.000623830318153	74	1603
0.0		1668
0.0		603
0.0		1002
0.0		1870
0.0		1416
0.0		732
0.0		1556
0.0		1281
0.0		1139
0.0		1219
0.0		999
0.0		2045
0.0		1049
0.0		1238
0.000860585197935	666	1162
0.0		2177
0.0		2170
0.0		1058
0.0		891
0.0		822
0.000567214974475	1224	1763
0.0		2581
0.0		2732
0.0		1384
0.0		1777
0.0		1496
0.0		1042
0.000372995151063	2608	2681
0.000509683995923	112	1962
0.0		714
0.0		948
0.00115874855156	251	863
0.000578034682081	271	1730
0.0		789
0.0		874
0.0		1514
0.0		1413
0.0		864
0.0		2739
0.0		2507
0.00161420500404	326,396	1239
0.0		941
0.0		1197
0.0		2617
0.0		1598
0.00088573959256	484	1129
0.0		962
0.0		640
0.0		1075
0.0		871
0.0		3580
0.0		1092
0.0		1078
0.0		963
0.0		866
0.0		623
0.0		2262
0.0		1517
0.000598444045482	23	1671
0.0		1504
0.0		1461
0.0		2879
0.0		683
0.00116822429907	731	856
0.0		820
0.0		2011
0.0		4880
0.0		748
0.0		1735
0.0		968
0.0		1827
0.0		809
0.0		1113
0.0		668
0.0		1266
0.0		3234
0.0		1425
0.0		777
0.0		1862
0.0		1189
0.0		1051
0.0		3154
0.0		1560
0.0		837
0.000687757909216	411	1454
0.0		1484
0.0		1673
0.0		1281
0.0		1316
0.0		1799
0.0		1083
0.0		2185
0.0		1274
0.0		2099
0.0		3804
0.0		1547
0.0		1268
0.0		760
0.0		1017
0.0		710
0.0		1073
0.0		1289
0.0		3533
0.0		1917
0.000597371565114	1645	1674
0.0		943
0.000492368291482	1643	2031
0.0		1487
0.0		1473
0.0		5427
0.0		1542
0.0		5963
0.000544662309368	623	1836
0.0		826
0.0		879
0.0		1156
0.0		1638
0.0		1644
0.0		1185
0.0		2330
0.0		1156
0.0		1167
0.0		927
0.0		927
0.00116144018583	542	861
0.000769230769231	833	1300
0.000639386189258	204	1564
0.0		940
0.0		972
0.0		912
0.0		2967
0.0		2775
0.0		590
0.0		3050
0.00101936799185	563	981
0.0		1391
0.000324044069994	1970	3086
0.000237360550676	713	4213
0.0		913
0.0		1664
0.00111607142857	446	896
0.0		1368
0.0		884
0.0		2104
0.0		1246
0.0		678
0.0		987
0.0		2356
0.000846023688663	747	1182
0.0		1307
0.0		1368
0.0		913
0.0		618
0.0		1138
0.0		1469
0.0		812
0.0		922
0.0		1303
0.0		1097
0.0		1051
0.0		1878
0.0		979
0.0		1036
0.0		527
0.0		2400
0.0		1217
0.0		2353
0.0		1472
0.0		1201
0.0		1507
0.000560852495794	1376	1783
0.0		1262
0.0		873
0.0		1749
0.0		831
0.0		1376
0.000421052631579	147	2375
0.0		1260
0.0		1645
0.0		569
0.000533617929562	592	1874
0.0		1021
0.0		1592
0.0		1488
0.0		805
0.0		974
0.0		1479
0.0		1376
0.0		838
0.0		827
0.000340599455041	2329	2936
0.0		933
0.0		1210
0.0		2279
0.0		859
0.0		1009
0.0		910
0.00050994390617	74	1961
0.0		1123
0.0		1537
0.0		974
0.0		1473
0.0		1956
0.0		1042
0.0		887
0.0		1694
0.0		1553
0.0		1266
0.0		1148
0.0		1117
0.0		1056
0.0		939
0.0		982
0.0		1399
0.0		2219
0.0		1747
0.0		1296
0.0		901
0.0		1228
0.0		657
0.0		875
0.0		1098
0.0		1056
0.0		594
0.0		828
0.0		941
0.0		2037
0.0		1210
0.0		817
0.0		850
0.0		2433
0.0		1341
0.0		802
0.0		679
0.0		2437
0.0		1090
0.0		2200
0.000424448217317	1311	2356
0.000642673521851	1093	1556
0.0		1270
0.0		1484
0.0		853
0.0		837
0.0		672
0.0		862
0.0		1233
0.0		822
0.0		1813
0.0		915
0.0		1567
0.000774593338497	609	1291
0.0		1284
0.0		1188
0.0		937
0.0		2686
0.0		819
0.0		1003
0.0		808
0.0		890
0.0		1090
0.0		887
0.000336134453782	2845	2975
0.0		1581
0.0		1695
0.0		2081
0.0		2108
0.0		1626
0.0		1103
0.0		1055
0.0		1354
0.0		1112
0.000254712175242	659	3926
0.0		1004
0.0		1053
0.0		940
0.0		1073
0.0		1029
0.0		894
0.0		1501
0.0		1146
0.0		1022
0.0		2565
0.000590318772137	209	1694
0.0		2247
0.0		4363
0.0		987
0.0		937
0.0		1155
0.0		1262
0.0		1138
0.0		736
0.0		2094
0.0		1293
0.000903342366757	929	1107
0.000505305709955	1340	1979
0.0		1095
0.0		972
0.0		1083
0.0		1545
0.0		735
0.0		1404
0.000451467268623	1876	2215
0.0		1855
0.000248323814254	243	4027
0.0		1216
0.0		996
0.000449034575662	1751	2227
0.0		894
0.0		1239
0.0		1868
0.0		1496
0.0		895
0.0		919
0.0		1858
0.0		861
0.0		957
0.0		996
0.0		1289
0.0		936
0.0		920
0.0		816
0.0		1942
0.0		1365
0.0		1274
0.0		752
0.000868809730669	584	1151
0.0		823
0.0		825
0.0		912
0.0		500
0.0		1992
0.0		2665
0.0		1800
0.0		1345
0.0		1246
0.0		1129
0.0		1769
0.0		933
0.0		1709
0.0		925
0.0		1626
0.0		1085
0.0		1458
0.0		1212
0.0		1078
0.0		1249
0.0		1502
0.0		630
0.0		1056
0.000686341798216	377	1457
0.0		1049
0.0		894
0.0		1577
0.0		1353
0.0		1080
0.00051374261495	2370,3440	3893
0.0		768
0.0012936610608	321	773
0.0		586
0.000614628149969	890	1627
0.00071530758226	1310	1398
0.0		1401
0.000975609756098	761	1025
0.0		2293
0.0		1527
0.0		1124
0.0		1339
0.0		1195
0.0		2941
0.0		892
0.000873362445415	297	1145
0.000964785335263	1174,202	2073
0.0		880
0.0		979
0.0		1344
0.00103842159917	763	963
0.0		1367
0.0		1235
0.0		970
0.0		1251
0.0		810
0.0		968
0.0		1484
0.0		859
0.0		1075
0.0		1099
0.000651041666667	93	1536
0.0		1938
0.0		1063
0.0		1913
0.00111731843575	829	895
0.0		1123
0.0		1072
0.000999000999001	133	1001
0.0		858
0.0		1602
0.0		575
0.0		1405
0.0		3169
0.0		785
0.0		924
0.0		2742
0.0		1297
0.0		1141
0.0		1125
0.0		1562
0.0		1766
0.0		1097
0.0		1462
0.0		1037
0.0		1950
0.0		869
0.0		1505
0.000395256916996	1376	2530
0.000997008973081	269	1003
0.0		1583
0.0		1875
0.0		1730
0.0		1032
0.0		869
0.0		1098
0.0		617
0.0		2545
0.0		1078
0.0		2011
0.000854700854701	12	1170
0.0		1031
0.0		1119
0.0		968
0.0		2083
0.0		1463
0.0		1281
0.0		1813
0.0		1168
0.0		700
0.0		1057
0.0		1392
0.0		740
0.0		2565
0.0		947
0.0		613
0.0		1227
0.0		2222
0.0		1467
0.0		1056
0.0		2195
0.0		888
0.0		1645
0.0		937
0.0		1286
0.0		1629
0.0		1419
0.0		3289
0.0		2572
0.0		1587
0.0		902
0.0		1339
0.0		1042
0.0		1455
0.000635324015248	688	1574
0.0		799
0.0		983
0.0		780
0.0		1278
0.0		1615
0.0		1496
0.0		1030
0.0		1041
0.0		2855
0.000678886625933	534	1473
0.0		1677
0.0		725
0.0		1481
0.0		986
0.0		1587
0.0		1119
0.0		1455
0.0		1337
0.00118764845606	42	842
0.0		1570
0.0		1605
0.0		1288
0.0		1404
0.00206611570248	377	484
0.0		1630
0.0		1407
0.0		1525
0.0		878
0.0		2290
0.0		889
0.0		1086
0.0		965
0.0		833
0.0		1946
0.0		898
0.0		1191
0.0		1181
0.0		1108
0.0		3109
0.0		2547
0.0		881
0.0		1328
0.0		646
0.0		1511
0.0		951
0.000477326968974	274	2095
0.0		1729
0.00105708245243	540	946
0.0		3887
0.0		1266
0.0		1879
0.0		1550
0.0		893
0.0		573
0.0		532
0.0		1066
0.0		3794
0.000347101700798	2054	2881
0.0		1736
0.00034566194262	2886	2893
0.0		1516
0.0		776
0.0		771
0.0		1116
0.0		1515
0.0		1018
0.0		1053
0.0		1600
0.0		5419
0.0		2300
0.000430477830392	2176	2323
0.000622277535781	514	1607
0.0		1014
0.0		1581
0.0		1049
0.0		875
0.0		3156
0.0		1307
0.0		1908
0.0		3189
0.0		963
0.0		731
0.0		1773
0.0		727
0.000358808754934	965	2787
0.0		1046
0.0		1359
0.0		1017
0.0		1067
0.0		1144
0.000542005420054	1379	1845
0.0		1014
0.0		1833
0.0		979
0.0		1314
0.0		862
0.0		1389
0.0		1366
0.0		1270
0.0		1083
0.0		1173
0.000606796116505	939	1648
0.0		1076
0.0		1008
0.0		2203
0.0		1038
0.00200400801603	78	499
0.0		869
0.00119331742243	149,528	1676
0.0		1241
0.0		773
0.0		663
0.0		1304
0.0		1278
0.0		1188
0.0		867
0.0		971
0.00135869565217	479	736
0.0		784
0.0		1438
0.000248077400149	495	4031
0.0		2737
0.000936329588015	148	1068
0.000725163161711	207	1379
0.0		1052
0.0		980
0.0		542
0.0		1765
0.000651890482399	812	1534
0.0		1881
0.0		1075
0.0		1684
0.0		1741
0.0		882
0.0		1483
0.000621118012422	565	1610
0.0		853
0.0		1134
0.0010060362173	812	994
0.0		1459
0.0		892
0.0		1221
0.0		666
0.0		1627
0.0		2042
0.0		1205
0.0		1171
0.0		554
0.0		830
0.000918273645546	690	1089
0.0		529
0.0		1137
0.0		942
0.0		834
0.0		2748
0.0		1737
0.0		1514
0.0		1086
0.0		1428
0.0		1027
0.00064850843061	692	1542
0.0		1009
0.0		1498
0.0		1347
0.0		2981
0.0		900
0.0		1427
0.0		2414
0.0		1043
0.0		731
0.000971817298348	1019	1029
0.0		1963
0.0		844
0.0		2063
0.0		1160
0.00114547537228	851	873
0.0		1745
0.0		1641
0.000548847420417	113	1822
0.0		851
0.0		2401
0.0		601
0.0		802
0.0		975
0.0		1167
0.0		1020
0.0		611
0.0		2730
0.000594177064765	1336	1683
0.0		1730
0.0		1857
0.0		1916
0.0		842
0.0		1543
0.0		1620
0.0		1367
0.0		2146
0.0		3227
0.0		880
0.000385951370127	2224	2591
0.0		1027
0.0		1374
0.0		2733
0.0		950
0.0		2399
0.0		4177
0.0		1513
0.0		849
0.0		1706
0.0		850
0.0		2164
0.0		1435
0.0		679
0.0		928
0.0		1010
0.0		1482
0.0		798
0.0		1359
0.000754147812971	463	1326
0.0		655
0.0		2104
0.0		1073
0.0		1004
0.0		1357
0.0		1032
0.0		1335
0.0		1160
0.0		2179
0.0		3093
0.0		1038
0.0		1155
0.0		1176
0.0		1477
0.0		1230
0.0		1811
0.0		1131
0.0		4095
0.0		792
0.0		3763
0.0		1817
0.00110375275938	228,1083	1812
0.0		861
0.0		1317
0.0		1170
0.0		1067
0.0		2536
0.0		1592
0.0		2758
0.000666222518321	1062	1501
0.0		1844
0.0		1267
0.0		756
0.0		1626
0.00114025085519	516	877
0.0		1045
0.0		2056
0.00065963060686	355	1516
0.0		1114
0.000567214974475	229	1763
0.0		1962
0.0		3411
0.0		1160
0.0		2706
0.0		617
0.0		3522
0.0		2867
0.0		758
0.0		3136
0.0		1136
0.00088573959256	442	1129
0.0		2114
0.0		1854
0.0		1625
0.0		950
0.0		1241
0.0		1004
0.0		1208
0.0		1023
0.0		854
0.0		2543
0.000563063063063	528	1776
0.0		1867
0.0		1856
0.0		698
0.0		967
0.0		901
0.0		848
0.0		1010
0.0		1294
0.0		1825
0.0		602
0.0		581
0.0		1188
0.0		810
0.0		819
0.0		1512
0.0		2587
0.0		877
0.0		1715
0.0006038647343	216	1656
0.0		610
0.00090661831369	706	1103
0.0		1189
0.0		1477
0.0		2723
0.0		988
0.0		1122
0.0		1060
0.0		1125
0.0012315270936	481	812
0.0		1575
0.0		1292
0.0		1963
0.0		1874
0.0		582
0.0		1687
0.0		1456
0.0		1366
0.0		2505
0.0		803
0.0		930
0.000480192076831	880,3613	4165
0.0		1666
0.0		1138
0.0		1403
0.0		1373
0.0		1835
0.0		1770
0.0		4180
0.000781860828772	225	1279
0.0		1642
0.0		2213
0.0		932
0.0		959
0.0		1584
0.0		883
0.0		1538
0.0		1182
0.000757575757576	282	1320
0.0		1968
0.0		1949
0.0		758
0.000970873786408	163	1030
0.0		805
0.0		933
0.0		892
0.0		978
0.0		1478
0.0		895
0.0		728
0.0		2410
0.0		1326
0.0		1031
0.0		886
0.0		1294
0.0		1665
0.0		591
0.0		1042
0.0		867
0.0		637
0.0		2066
0.0		2195
0.0		992
0.0		1392
0.0		1102
0.0		3495
0.0		2574
0.000856898029135	1038	1167
0.0		816
0.0		1491
0.0		966
0.0		2327
0.0		1690
0.0		1326
0.000733675715334	443	1363
0.0		1148
0.0		1346
0.0		1344
0.0		633
0.0		2300
0.0		1286
0.0		1559
0.000665335994677	302	1503
0.0		1842
0.0		1238
0.0		809
0.0		632
0.0		994
0.0		831
0.0		724
0.0		753
0.0		2396
0.0		1069
0.0		1018
0.000583430571762	1092	1714
0.0		887
0.000429000429	1006	2331
0.0		1676
0.0		2076
0.0		1625
0.000709219858156	1210	1410
0.0		1112
0.0		865
0.0		1323
0.0		2676
0.0		1050
0.0		1371
0.000233918128655	2175	4275
0.0		2495
0.0		860
0.0		938
0.0		2395
0.0		732
0.000666222518321	1153	1501
0.0		1018
0.0		4178
0.0		1170
0.0		936
0.000574382538771	1630	1741
0.0		1207
0.0		1429
0.0		980
0.0		890
0.0		920
0.00164203612479	116	609
0.000415627597672	217	2406
0.0		1169
0.0		913
0.000786163522013	1116	1272
0.0		776
0.0		854
0.0		839
0.0		1196
0.0		774
0.0		1695
0.0		1714
0.0		2251
0.0		1317
0.0		2177
0.0		1184
0.0		890
0.0		2285
0.0		894
0.0		2563
0.0		684
0.0		1194
0.0		911
0.0		1359
0.0		1016
0.0		1262
0.0		704
0.0		1124
0.0		1950
0.0		786
0.0		2730
0.0		927
0.000703729767769	674	1421
0.0		963
0.000658761528327	1129	1518
0.0		834
0.0		1049
0.0		1084
0.0		665
0.0		1202
0.0		1054
0.0		975
0.0		2734
0.000714796283059	604	1399
0.0		2526
0.0		1245
0.000227324391907	1522	4399
0.0		818
0.0		1572
0.0		1313
0.0		1465
0.0		2002
0.0		1083
0.00078125	932	1280
0.0		833
0.0		1123
0.000282087447109	292	3545
0.0		1226
0.0		2761
0.0		1056
0.0		1570
0.00228310502283	821,197	876
0.0		3769
0.0		1034
0.000946073793756	125	1057
0.0005382131324	139	1858
0.0		1327
0.0		1523
0.0		1999
0.0		2281
0.0		796
0.0		1031
0.0		979
0.0		1292
0.0		1101
0.0		999
0.00055617352614	218	1798
0.0		1503
0.0		779
0.0		1924
0.0		1085
0.0		1638
0.0		996
0.0		1021
0.0		1746
0.0		2415
0.0		747
0.0		970
0.0		1123
0.0		1366
0.0		1477
0.0		2120
0.0		3146
0.0		777
0.0		1524
0.0		694
0.0		4013
0.0		1155
0.0		731
0.0		2521
0.0		1294
0.0		1839
0.0		5297
0.0		1164
0.0		2783
0.0		1839
0.0		2186
0.0		1474
0.0		906
0.0		1450
0.000449236298293	739	2226
0.0		1031
0.0		966
0.0		1261
0.0		2422
0.0		605
0.0		1392
0.0		1067
0.00101729399797	582	983
0.0		1522
0.0		959
0.0		1479
0.0		1521
0.0		4456
0.0		1481
0.00105708245243	449	946
0.0		1605
0.0		3047
0.0		1430
0.0		2943
0.0004372540446	325	2287
0.000914913083257	635	1093
0.0		1338
0.0		1199
0.0		1664
0.0		971
0.0		1758
0.0		1435
0.00074294205052	1880,2583	2692
0.0		1751
0.0		952
0.00109409190372	372	914
0.0		912
0.0		1707
0.0		896
0.0		1395
0.0		1213
0.000462534690102	1088	2162
0.0		1223
0.0		1193
0.00161812297735	584	618
0.0		1947
0.0		2638
0.0		1032
0.0		7070
0.000602772754671	1220	1659
0.0		1408
0.0		1317
0.0		2261
0.0		960
0.0		1558
0.0		1519
0.0		1064
0.0		783
0.0		941
0.0		818
0.000987166831194	138	1013
0.0		2438
0.0		1000
0.0		1508
0.0		1098
0.0		901
0.0		1944
0.000666222518321	1224	1501
0.0		952
0.0		1543
0.0		1083
0.0		1081
0.0		1034
0.0		1947
0.0		935
0.0		694
0.0		797
0.0		1092
0.000707213578501	842	1414
0.0		728
0.0		1118
0.0		4446
0.0		1895
0.0		672
0.000671140939597	1040	1490
0.0		1121
0.0		1132
0.0		1687
0.0		1256
0.0		1073
0.0		760
0.000700770847933	854	1427
0.0		1034
0.0		1179
0.0		994
0.0		1227
0.0		1336
0.0		843
0.0		1067
0.0		1010
0.0		959
0.0		862
0.0		975
0.0		2347
0.000776397515528	90	1288
0.0		1366
0.0		2114
0.0		1166
0.0		1807
0.0		2722
0.0		1330
0.0		963
0.0		816
0.0		1582
0.0		1632
0.0		1345
0.0		1431
0.0		816
0.0		1103
0.0		802
0.0		2039
0.0		1052
0.0		727
0.0		1049
0.0		1580
0.0		2438
0.0		1218
0.0		1791
0.0		1918
0.0		945
0.0		789
0.0		1376
0.000648088139987	1311	1543
0.0		1479
0.0		899
0.0		1804
0.0		2258
0.0		2702
0.0		1826
0.0		1939
0.000883392226148	280	1132
0.0		1941
0.0		845
0.0		822
0.0		3183
0.000579374275782	1348	1726
0.0		2905
0.0		1030
0.0		1029
0.0		953
0.0		2018
0.0		2943
0.0		1122
0.0		1999
0.000653594771242	710	1530
0.0		2554
0.0		3714
0.0		1560
0.0		2585
0.0		1844
0.0		1223
0.0		1551
0.0		1111
0.0		2194
0.0		630
0.0		1568
0.0		1573
0.0		1666
0.000567536889898	1622,2979	3524
0.0		2553
0.000243902439024	2523	4100
0.0		656
0.0		888
0.0004095004095	348	2442
0.0		960
0.0		1133
0.0		779
0.0		1014
0.0		1459
0.0		893
0.0		915
0.0		944
0.0		1056
0.0		887
0.0		824
0.0		1168
0.0		1402
0.0		1697
0.0		1203
0.0		530
0.0		883
0.0		2020
0.0		1685
0.0		824
0.0		1557
0.0		1050
0.0		2714
0.0		1421
0.0		1066
0.00147492625369	350	678
0.0		2415
0.0		1675
0.000552486187845	127	1810
0.0		768
0.0		2839
0.0		1067
0.0		1326
0.0		685
0.0		1828
0.0		1221
0.0		1274
0.0		984
0.0		1599
0.0		980
0.0		1283
0.0		1237
0.000512557662737	1311	1951
0.0		1387
0.0		1724
0.0		2290
0.0		875
0.0		1142
0.0		645
0.0		2005
0.0		2073
0.0		1718
0.0		1249
0.0		398
0.0		1333
0.0		1151
0.000651041666667	1229	1536
0.0		1529
0.0		1136
0.0		1493
0.0		1006
0.0		490
0.0		1291
0.0		1112
0.0		2257
0.0		894
0.0		594
0.0		1611
0.0		1374
0.0		1032
0.0		1082
0.0		1846
0.0		1329
0.0		1173
0.0		1405
0.0		1036
0.00116009280742	664	862
0.0		1804
0.000292825768668	2175	3415
0.0		1167
0.0		2140
0.0		1099
0.0		1143
0.0		823
0.0		1562
0.0		2491
0.0		1343
0.0		2232
0.0		720
0.0		1264
0.0		1349
0.0		1378
0.0		2772
0.0		1443
0.000847457627119	277	1180
0.0		863
0.0		1028
0.0		2858
0.0		1672
0.0		871
0.0		1198
0.0		3322
0.0		1615
0.0		910
0.0		1048
0.0		1311
0.0		770
0.0		1152
0.00136549840692	1341,876,1424	2197
0.0		1010
0.0		1131
0.0		978
0.0		808
0.0		1068
0.0		999
0.00093023255814	714	1075
0.0		1134
0.0		1186
0.0		1562
0.0		859
0.0		1313
0.0		967
0.00183992640294	409,159	1087
0.000609756097561	1431	1640
0.0		1049
0.0011350737798	708	881
0.0		1875
0.0		2778
0.0		1075
0.0		908
0.0		812
0.0		1122
0.0		1935
0.0		1734
0.00101419878296	240,1615	1972
0.0		1822
0.0		1565
0.0		740
0.0		1525
0.0		998
0.0		973
0.000871839581517	1105	1147
0.0		1446
0.0		1125
0.0		1217
0.0		915
0.00103305785124	904	968
0.0		1014
0.0		1033
0.0		1753
0.0		2394
0.0		1862
0.0		1563
0.0		1300
0.0		1822
0.0		921
0.0		4491
0.0		1776
0.0		607
0.0		973
0.0		923
0.000504795557799	1434	1981
0.0		1957
0.0		1393
0.0		1368
0.0		879
0.0		1111
0.0		1700
0.0		1210
0.0		823
0.0		1117
0.0		1093
0.0		869
0.00113700966458	502,837	1759
0.0		2901
0.0		925
0.0		947
0.0		1068
0.0		2682
0.0		881
0.0		952
0.0		483
0.0		1280
0.00137551581843	586	727
0.0		1168
0.000895255147717	278	1117
0.0		634
0.0		977
0.0		1242
0.0		1484
0.0		1050
0.0		884
0.0		651
0.000910746812386	657	1098
0.000693000693001	840	1443
0.0		1490
0.000770416024653	260	1298
0.0		1214
0.0		808
0.0		1910
0.00133155792277	716	751
0.0		2946
0.0		573
