DENSITY	POSITIONS	SUBPEAK_LENGTH
0.000502512562814	1567	1990
0.000782472613459	44	1278
0.0		1491
0.0		886
0.0		981
0.0		3549
0.0026936026936	526,1183,1474,1037	1485
0.0		576
0.0		1153
0.0		937
0.0		1771
0.000565610859729	1265	1768
0.0		1079
0.0		1462
0.0		1817
0.0		1275
0.0		619
0.000905797101449	1616,1801	2208
0.0		1849
0.000784929356358	72	1274
0.0		1277
0.0		958
0.00073046018992	479	1369
0.0		755
0.0		765
0.00059880239521	419	1670
0.0014880952381	683,483	1344
0.0		1704
0.0004095004095	930	2442
0.00236779794791	1144,1181,527	1267
0.000535045478866	1079	1869
0.0		1201
0.0		1491
0.000584112149533	126	1712
0.0		2005
0.0		694
0.0		1821
0.0		950
0.000672494956288	148	1487
0.000560538116592	961	1784
0.0		934
0.0		877
0.0		636
0.0		2202
0.0		780
0.000831946755408	535	1202
0.0		705
0.0		920
0.0		1356
0.0		767
0.0		723
0.0		808
0.0		1024
0.0		1063
0.0		1784
0.000817661488144	25	1223
0.00192492781521	253,803	1039
0.00276497695853	468,495,229	1085
0.0		1206
0.0		2597
0.000937207122774	678	1067
0.0		950
0.0		787
0.0		3623
0.0		1583
0.0		1269
0.0		880
0.0		838
0.00080064051241	608	1249
0.0		572
0.0		692
0.0		1036
0.000681198910082	495	1468
0.00127226463104	499	786
0.0		1274
0.0		1611
0.0		1680
0.0		1095
0.00093896713615	1172,1226	2130
0.000739098300074	278	1353
0.000484027105518	1677	2066
0.0		822
0.0		1346
0.0		955
0.0		660
0.00079554494829	742	1257
0.0		1053
0.0		806
0.0		1778
0.000924214417745	1035	1082
0.00102564102564	483	975
0.0		1063
0.0		688
0.00213675213675	4,555	936
0.00101419878296	267	986
0.0		1991
0.0		1786
0.0		1426
0.00122624156959	561,335	1631
0.0		5814
0.0		1255
0.0		2328
0.00111111111111	34	900
0.0		1097
0.0		1269
0.00046904315197	44	2132
0.0		1337
0.00034188034188	3735,3678	5850
0.0		1330
0.00296296296296	419,656	675
0.0		892
0.000650618087183	905	1537
0.0		1262
0.000691562932227	1151	1446
0.0		871
0.0012077294686	295	828
0.0		1241
0.00102459016393	730	976
0.0		903
0.0		1126
0.00204081632653	439,48	980
0.0		1613
0.000805801772764	552	1241
0.0		1104
0.0		621
0.00165562913907	530	604
0.0		1600
0.00098814229249	394	1012
0.0		1103
0.00043630017452	198	2292
0.0		1806
0.0		903
0.0		574
0.000867302688638	997	1153
0.0		768
0.0		559
0.0		1286
0.0		1057
0.000514933058702	1715	1942
0.0		687
0.0		1431
0.0		1535
0.0015455950541	215	647
0.0		548
0.0		1403
0.0		924
0.0		785
0.0		1612
0.000842459983151	183	1187
0.0		1187
0.0		876
0.0		1013
0.000648718780409	282,2683	3083
0.0		1110
0.0		1385
0.000865051903114	515	1156
0.0		883
0.000841042893188	599	1189
0.0		1204
0.0		945
0.0		765
0.0		1540
0.000931966449208	442,2234,58	3219
0.0		1867
0.0		1215
0.00186567164179	179,611,1748,1876,651	2680
0.0		1294
0.000576036866359	622	1736
0.0		1409
0.0010649627263	425	939
0.00112866817156	19	886
0.0		831
0.0		906
0.000344708721131	931	2901
0.0008038585209	1187	1244
0.0		1159
0.0		1734
0.0		1103
0.0		1440
0.000327546675401	2632	3053
0.0		3158
0.000768639508071	0	1301
0.00333333333333	251,525	600
0.0		3215
0.00127226463104	499	786
0.00111482720178	426	897
0.00120192307692	789	832
0.0		1146
0.0		1603
0.000599520383693	654	1668
0.0016583747927	51	603
0.0		1002
0.000534759358289	1263	1870
0.0		1416
0.0		732
0.0		1556
0.0015612802498	974,884	1281
0.0		1139
0.00164068908942	562,532	1219
0.0		999
0.000488997555012	1564	2045
0.0		1049
0.0		1238
0.000860585197935	237	1162
0.000459347726229	1717	2177
0.000460829493088	87	2170
0.0		1058
0.00112233445567	416	891
0.0		822
0.0		1763
0.0		2581
0.000366032210835	1061	2732
0.0		1384
0.000562746201463	726	1777
0.00133689839572	375,1002	1496
0.0		1042
0.0		2681
0.00101936799185	134,1305	1962
0.0		714
0.0		948
0.0		863
0.00115606936416	545,1151	1730
0.0		789
0.00114416475973	591	874
0.0		1514
0.00070771408351	332	1413
0.00115740740741	127	864
0.000365096750639	824	2739
0.0		2507
0.0		1239
0.00212539851222	146,436	941
0.0		1197
0.00038211692778	1233	2617
0.0		1598
0.00088573959256	3	1129
0.002079002079	895,480	962
0.0		640
0.00093023255814	281	1075
0.0		871
0.000279329608939	3509	3580
0.000915750915751	17	1092
0.0		1078
0.0		963
0.00115473441109	827	866
0.0016051364366	133	623
0.000884173297966	939,1012	2262
0.0		1517
0.000598444045482	147	1671
0.000664893617021	548	1504
0.000684462696783	343	1461
0.0		2879
0.0		683
0.00233644859813	65,88	856
0.0		820
0.000497265042268	833	2011
0.0		4880
0.0		748
0.0		1735
0.00103305785124	450	968
0.000547345374932	183	1827
0.00247218788628	305,612	809
0.000898472596586	840	1113
0.0		668
0.000789889415482	176	1266
0.000309214594929	904	3234
0.000701754385965	990	1425
0.0		777
0.0		1862
0.000841042893188	80	1189
0.000951474785918	301	1051
0.0		3154
0.0		1560
0.0		837
0.0		1454
0.0		1484
0.000597728631201	1397	1673
0.00234192037471	781,598,630	1281
0.0		1316
0.0		1799
0.0		1083
0.00045766590389	1160	2185
0.00156985871272	447,540	1274
0.000476417341591	541	2099
0.000262881177708	1217	3804
0.0		1547
0.000788643533123	924	1268
0.0		760
0.0		1017
0.0		710
0.0		1073
0.0		1289
0.000566091140674	959,1383	3533
0.000521648408972	1209	1917
0.000597371565114	638	1674
0.00106044538706	332	943
0.000492368291482	2004	2031
0.0		1487
0.0		1473
0.0		5427
0.0		1542
0.000167700821734	1352	5963
0.0		1836
0.0		826
0.0		879
0.0		1156
0.0		1638
0.0		1644
0.0		1185
0.000858369098712	421,2295	2330
0.0		1156
0.00171379605827	507,539	1167
0.00107874865156	493	927
0.0		927
0.00116144018583	45	861
0.000769230769231	808	1300
0.0		1564
0.0		940
0.0		972
0.0		912
0.000674081563869	75,522	2967
0.0		2775
0.0		590
0.00131147540984	449,518,979,2427	3050
0.0		981
0.0		1391
0.0		3086
0.0		4213
0.0		913
0.0		1664
0.0		896
0.000730994152047	471	1368
0.0		884
0.0		2104
0.0		1246
0.0		678
0.00101317122594	613	987
0.000848896434635	593,1788	2356
0.00169204737733	138,275	1182
0.000765110941086	309	1307
0.0		1368
0.00109529025192	192	913
0.0		618
0.0		1138
0.0		1469
0.0		812
0.0		922
0.0		1303
0.0		1097
0.000951474785918	523	1051
0.0		1878
0.0		979
0.0		1036
0.0		527
0.0		2400
0.000821692686935	318	1217
0.000849978750531	912,1824	2353
0.000679347826087	41	1472
0.0		1201
0.000663570006636	755	1507
0.0		1783
0.0		1262
0.0		873
0.0		1749
0.00240673886883	400,443	831
0.0		1376
0.000421052631579	1067	2375
0.0		1260
0.0		1645
0.00175746924429	540	569
0.0		1874
0.00195886385896	6,882	1021
0.0		1592
0.000672043010753	1437	1488
0.0		805
0.0		974
0.0		1479
0.0		1376
0.00119331742243	594	838
0.0		827
0.000681198910082	1832,2022	2936
0.0		933
0.0		1210
0.000438788942519	706	2279
0.0011641443539	320	859
0.001982160555	640,485	1009
0.0		910
0.0		1961
0.0		1123
0.0		1537
0.0		974
0.000678886625933	55	1473
0.000511247443763	339	1956
0.00191938579655	639,722	1042
0.0		887
0.0		1694
0.00064391500322	790	1553
0.0		1266
0.000871080139373	149	1148
0.0		1117
0.00094696969697	535	1056
0.0		939
0.0		982
0.000714796283059	1307	1399
0.0		2219
0.0		1747
0.0		1296
0.0		901
0.000814332247557	738	1228
0.00152207001522	280	657
0.00114285714286	125	875
0.0		1098
0.00094696969697	235	1056
0.0		594
0.0012077294686	477	828
0.00106269925611	672	941
0.000490918016691	624	2037
0.0		1210
0.0		817
0.0		850
0.000822030415125	899,1804	2433
0.000745712155108	573	1341
0.00124688279302	580	802
0.0		679
0.00123102174805	125,1256,526	2437
0.0		1090
0.0		2200
0.0		2356
0.0012853470437	225,535	1556
0.0		1270
0.000673854447439	673	1484
0.00117233294256	134	853
0.0		837
0.0014880952381	555	672
0.00116009280742	356	862
0.00162206001622	76,459	1233
0.0		822
0.0		1813
0.0		915
0.0		1567
0.0		1291
0.00155763239875	215,675	1284
0.0		1188
0.0		937
0.00148920327625	1880,2494,283,2582	2686
0.0		819
0.0		1003
0.0		808
0.0		890
0.0		1090
0.0		887
0.00100840336134	431,794,1000	2975
0.0		1581
0.0		1695
0.000480538202787	1530	2081
0.0		2108
0.0		1626
0.0		1103
0.0		1055
0.000738552437223	754	1354
0.0		1112
0.0		3926
0.0		1004
0.000949667616334	571	1053
0.00106382978723	243	940
0.0		1073
0.0		1029
0.0		894
0.0		1501
0.00087260034904	764	1146
0.0		1022
0.000389863547758	1068	2565
0.0		1694
0.0		2247
0.00022920009168	1268	4363
0.0		987
0.0		937
0.0017316017316	420,746	1155
0.0		1262
0.0		1138
0.0		736
0.000477554918816	764	2094
0.00077339520495	896	1293
0.000903342366757	662	1107
0.0		1979
0.000913242009132	67	1095
0.0		972
0.0		1083
0.0		1545
0.00136054421769	309	735
0.0		1404
0.0		2215
0.0		1855
0.0		4027
0.000822368421053	723	1216
0.00100401606426	479	996
0.0		2227
0.00111856823266	303	894
0.0		1239
0.000535331905782	1492	1868
0.000668449197861	258	1496
0.0		895
0.00108813928183	218	919
0.0005382131324	892	1858
0.0		861
0.0		957
0.0		996
0.0		1289
0.0		936
0.00108695652174	680	920
0.0		816
0.0		1942
0.0029304029304	798,1256,604,1332	1365
0.0		1274
0.00265957446809	585,131	752
0.0		1151
0.0		823
0.0		825
0.0		912
0.0		500
0.000502008032129	336	1992
0.0		2665
0.0		1800
0.00148698884758	239,677	1345
0.0		1246
0.0		1129
0.0		1769
0.0010718113612	864	933
0.0		1709
0.00108108108108	165	925
0.0		1626
0.000921658986175	554	1085
0.0		1458
0.0		1212
0.0		1078
0.0		1249
0.0		1502
0.0		630
0.00094696969697	665	1056
0.0		1457
0.0		1049
0.0		894
0.0		1577
0.0		1353
0.0		1080
0.00051374261495	185,559	3893
0.0		768
0.0		773
0.0		586
0.0		1627
0.0		1398
0.0		1401
0.0		1025
0.0		2293
0.0		1527
0.0		1124
0.000746825989544	696	1339
0.000836820083682	41	1195
0.000680040802448	1128,1444	2941
0.00112107623318	630	892
0.000873362445415	250	1145
0.000964785335263	1932,1844	2073
0.0		880
0.00204290091931	91,697	979
0.00223214285714	347,985,436	1344
0.0		963
0.000731528895391	378	1367
0.0		1235
0.0		970
0.0		1251
0.0		810
0.0		968
0.0		1484
0.0011641443539	370	859
0.0		1075
0.00090991810737	0	1099
0.0		1536
0.000515995872033	602	1938
0.0		1063
0.0		1913
0.0		895
0.0		1123
0.000932835820896	242	1072
0.0		1001
0.0		858
0.000624219725343	1199	1602
0.0		575
0.0		1405
0.000315556958031	2164	3169
0.0		785
0.0		924
0.0		2742
0.0		1297
0.0		1141
0.0		1125
0.00128040973111	112,1400	1562
0.0		1766
0.0		1097
0.000683994528044	348	1462
0.0		1037
0.00102564102564	1771,222	1950
0.00115074798619	167	869
0.0		1505
0.000790513833992	756,2351	2530
0.00199401794616	749,547	1003
0.0		1583
0.000533333333333	1698	1875
0.00115606936416	993,633	1730
0.0		1032
0.0		869
0.000910746812386	313	1098
0.0032414910859	591,239	617
0.0		2545
0.0		1078
0.000497265042268	288	2011
0.0		1170
0.0		1031
0.0		1119
0.00103305785124	742	968
0.00048007681229	293	2083
0.0		1463
0.0015612802498	438,637	1281
0.000551571980143	1252	1813
0.0		1168
0.0		700
0.0		1057
0.000718390804598	1027	1392
0.0		740
0.0		2565
0.00105596620908	120	947
0.0		613
0.0		1227
0.000900090009001	602,1198	2222
0.0		1467
0.0		1056
0.0		2195
0.0		888
0.0		1645
0.0		937
0.0		1286
0.0		1629
0.0		1419
0.0		3289
0.000777604976672	937,968	2572
0.0		1587
0.0		902
0.0		1339
0.0		1042
0.0		1455
0.000635324015248	1497	1574
0.0		799
0.0		983
0.0		780
0.0		1278
0.0		1615
0.000668449197861	554	1496
0.0		1030
0.0		1041
0.000350262697023	1069	2855
0.0		1473
0.00119260584377	395,1640	1677
0.0		725
0.0		1481
0.0		986
0.00126023944549	727,1175	1587
0.0		1119
0.0		1455
0.0		1337
0.0		842
0.0		1570
0.001246105919	438,517	1605
0.00155279503106	754,917	1288
0.000712250712251	549	1404
0.0		484
0.0		1630
0.0		1407
0.0		1525
0.0		878
0.0		2290
0.00112485939258	40	889
0.0		1086
0.00103626943005	365	965
0.0		833
0.000513874614594	20	1946
0.0011135857461	764	898
0.000839630562552	381	1191
0.000846740050804	990	1181
0.0		1108
0.0		3109
0.00117785630153	844,2099,1559	2547
0.0011350737798	455	881
0.0		1328
0.0		646
0.00066181336863	361	1511
0.0		951
0.000477326968974	1375	2095
0.000578368999422	1228	1729
0.00105708245243	685	946
0.000514535631592	2261,3131	3887
0.0		1266
0.000532197977648	1351	1879
0.0		1550
0.0		893
0.0		573
0.0		532
0.00093808630394	767	1066
0.000790722192936	2455,331,2335	3794
0.0		2881
0.0		1736
0.00034566194262	24	2893
0.0		1516
0.0		776
0.0		771
0.00089605734767	833	1116
0.000660066006601	258	1515
0.0		1018
0.000949667616334	496	1053
0.00125	1090,413	1600
0.0		5419
0.000434782608696	486	2300
0.000430477830392	550	2323
0.000622277535781	440	1607
0.0		1014
0.000632511068944	1171	1581
0.00095328884652	308	1049
0.0		875
0.000316856780735	2483	3156
0.0		1307
0.00157232704403	364,1475,1777	1908
0.0		3189
0.0		963
0.0		731
0.0		1773
0.0		727
0.000358808754934	1505	2787
0.0		1046
0.0		1359
0.0		1017
0.000937207122774	395	1067
0.00174825174825	412,1104	1144
0.00108401084011	1706,887	1845
0.0		1014
0.000545553737043	1180	1833
0.00102145045965	518	979
0.0		1314
0.0		862
0.0		1389
0.000732064421669	576	1366
0.00157480314961	866,867	1270
0.0		1083
0.000852514919011	298	1173
0.0		1648
0.0		1076
0.0		1008
0.000453926463913	91	2203
0.0019267822736	446,487	1038
0.00200400801603	454	499
0.00115074798619	452	869
0.00119331742243	324,223	1676
0.0		1241
0.0012936610608	445	773
0.0		663
0.0		1304
0.0		1278
0.0016835016835	371,550	1188
0.0		867
0.0		971
0.00135869565217	21	736
0.00127551020408	652	784
0.0		1438
0.000248077400149	1373	4031
0.0		2737
0.0		1068
0.0		1379
0.0		1052
0.0		980
0.0		542
0.0		1765
0.0		1534
0.00106326422116	1345,835	1881
0.0		1075
0.0		1684
0.000574382538771	1478	1741
0.0		882
0.000674308833446	259	1483
0.0		1610
0.0		853
0.0		1134
0.0010060362173	408	994
0.000685400959561	295	1459
0.0		892
0.0		1221
0.0		666
0.000614628149969	1069	1627
0.00146914789422	570,577,760	2042
0.0		1205
0.0		1171
0.0		554
0.0		830
0.0		1089
0.00189035916824	111	529
0.0		1137
0.0		942
0.0		834
0.000363901018923	1255	2748
0.0		1737
0.000660501981506	636	1514
0.0		1086
0.000700280112045	341	1428
0.000973709834469	507	1027
0.0		1542
0.0		1009
0.0		1498
0.000742390497402	969	1347
0.000335457900034	2613	2981
0.0		900
0.0		1427
0.00082850041425	369,1357	2414
0.0		1043
0.0		731
0.0		1029
0.000509424350484	1924	1963
0.0		844
0.0		2063
0.0		1160
0.0		873
0.000573065902579	187	1745
0.0		1641
0.00109769484083	518,533	1822
0.0		851
0.0		2401
0.00166389351082	27	601
0.0		802
0.0		975
0.000856898029135	739	1167
0.000980392156863	453	1020
0.0		611
0.0003663003663	2076	2730
0.000594177064765	923	1683
0.000578034682081	968	1730
0.0		1857
0.0		1916
0.0		842
0.000648088139987	645	1543
0.00123456790123	386,1292	1620
0.000731528895391	529	1367
0.000465983224604	730	2146
0.0		3227
0.0		880
0.000771902740255	347,291	2591
0.0		1027
0.000727802037846	663	1374
0.000365898280278	382	2733
0.00105263157895	69	950
0.0		2399
0.0		4177
0.000660938532716	901	1513
0.0		849
0.0		1706
0.0		850
0.000462107208872	1496	2164
0.0		1435
0.0		679
0.0		928
0.0019801980198	783,483	1010
0.0		1482
0.0		798
0.0		1359
0.000754147812971	959	1326
0.0		655
0.000950570342205	1246,1933	2104
0.0		1073
0.000996015936255	236	1004
0.00147383935151	1227,1127	1357
0.0		1032
0.0		1335
0.0		1160
0.0		2179
0.0		3093
0.0		1038
0.000865800865801	671	1155
0.0		1176
0.0		1477
0.000813008130081	698	1230
0.00165654334622	1321,173,811	1811
0.000884173297966	92	1131
0.0002442002442	1367	4095
0.0		792
0.0		3763
0.0		1817
0.000551876379691	1148	1812
0.00116144018583	452	861
0.0		1317
0.0		1170
0.0		1067
0.000394321766562	1174	2536
0.000628140703518	375	1592
0.0		2758
0.0		1501
0.000542299349241	1365	1844
0.0		1267
0.00132275132275	133	756
0.0		1626
0.0		877
0.0		1045
0.0		2056
0.0		1516
0.0		1114
0.000567214974475	511	1763
0.0		1962
0.000586338317209	2083,2916	3411
0.0		1160
0.000369549150037	296	2706
0.00162074554295	144	617
0.0		3522
0.000697593303104	265,1420	2867
0.0		758
0.00031887755102	1067	3136
0.000880281690141	594	1136
0.00088573959256	732	1129
0.0		2114
0.000539374325782	794	1854
0.0		1625
0.0		950
0.000805801772764	363	1241
0.0		1004
0.0		1208
0.0		1023
0.0		854
0.0		2543
0.000563063063063	1551	1776
0.0		1867
0.0		1856
0.0		698
0.0		967
0.0		901
0.0		848
0.000990099009901	540	1010
0.0015455950541	831,874	1294
0.0		1825
0.00332225913621	260,521	602
0.00172117039587	282	581
0.000841750841751	1004	1188
0.0		810
0.0		819
0.000661375661376	918	1512
0.0		2587
0.0		877
0.000583090379009	262	1715
0.0		1656
0.0016393442623	401	610
0.00181323662738	602,644	1103
0.000841042893188	402	1189
0.0		1477
0.000734484024972	1097,1482	2723
0.0		988
0.0		1122
0.000943396226415	46	1060
0.0		1125
0.0012315270936	264	812
0.0		1575
0.00077399380805	706	1292
0.000509424350484	515	1963
0.000533617929562	582	1874
0.0		582
0.0		1687
0.0		1456
0.0		1366
0.0		2505
0.0		803
0.0		930
0.000480192076831	2784,4031	4165
0.0		1666
0.000878734622144	677	1138
0.0		1403
0.0		1373
0.000544959128065	1112	1835
0.00225988700565	1303,685,706,964	1770
0.000239234449761	1569	4180
0.0		1279
0.0		1642
0.0		2213
0.00107296137339	484	932
0.0		959
0.00126262626263	669,1367	1584
0.00113250283126	828	883
0.00195058517555	767,774,977	1538
0.000846023688663	587	1182
0.000757575757576	118	1320
0.0010162601626	494,1647	1968
0.000513083632632	197	1949
0.0		758
0.0		1030
0.0		805
0.0		933
0.0		892
0.00204498977505	544,880	978
0.000676589986468	1077	1478
0.0		895
0.0		728
0.0		2410
0.00150829562594	1022,990	1326
0.0		1031
0.0		886
0.000772797527048	39	1294
0.0		1665
0.0		591
0.0		1042
0.00230680507497	348,114	867
0.0		637
0.0		2066
0.000911161731207	398,553	2195
0.00201612903226	261,441	992
0.0		1392
0.0		1102
0.0		3495
0.0003885003885	1750	2574
0.0		1167
0.0		816
0.0		1491
0.00103519668737	36	966
0.0		2327
0.0		1690
0.000754147812971	825	1326
0.0		1363
0.0		1148
0.00074294205052	688	1346
0.000744047619048	989	1344
0.00157977883096	113	633
0.000434782608696	1223	2300
0.0		1286
0.0		1559
0.00133067198935	521,1287	1503
0.0		1842
0.0		1238
0.00123609394314	335	809
0.0		632
0.00201207243461	364,488	994
0.0		831
0.0		724
0.0		753
0.0		2396
0.0		1069
0.0		1018
0.0		1714
0.0		887
0.001716001716	779,72,1342,1375	2331
0.0		1676
0.0		2076
0.00123076923077	232,395	1625
0.000709219858156	649	1410
0.00179856115108	228,816	1112
0.0		865
0.000755857898715	459	1323
0.000373692077728	2359	2676
0.0		1050
0.0		1371
0.00046783625731	2147,3896	4275
0.000400801603206	1700	2495
0.0		860
0.0		938
0.0		2395
0.0		732
0.0		1501
0.00098231827112	274	1018
0.000478697941599	959,1860	4178
0.0		1170
0.00106837606838	479	936
0.000574382538771	1137	1741
0.00082850041425	800	1207
0.0		1429
0.0		980
0.0		890
0.0		920
0.0		609
0.0		2406
0.0		1169
0.0		913
0.000786163522013	1073	1272
0.0		776
0.00234192037471	101,417	854
0.0		839
0.00167224080268	363,757	1196
0.0		774
0.000589970501475	1331	1695
0.0		1714
0.000444247001333	117	2251
0.0		1317
0.0		2177
0.00168918918919	641,1006	1184
0.0		890
0.000437636761488	1581	2285
0.0		894
0.0		2563
0.0		684
0.0		1194
0.0		911
0.0		1359
0.0		1016
0.0		1262
0.00142045454545	493	704
0.000889679715302	1006	1124
0.0		1950
0.0		786
0.0003663003663	1286	2730
0.00107874865156	827	927
0.0		1421
0.0		963
0.0		1518
0.0		834
0.00190657769304	480,1009	1049
0.0		1084
0.0015037593985	111	665
0.000831946755408	551	1202
0.0		1054
0.0		975
0.0		2734
0.00214438884918	1034,1024,1101	1399
0.000395882818686	2414	2526
0.0		1245
0.000227324391907	3984	4399
0.0		818
0.00127226463104	13,1324	1572
0.000761614623001	431	1313
0.0		1465
0.0004995004995	1820	2002
0.0		1083
0.0015625	446,117	1280
0.0		833
0.0		1123
0.000846262341326	459,3107,3184	3545
0.0		1226
0.000362187613184	1169	2761
0.0		1056
0.0		1570
0.0		876
0.000530644733351	522,3661	3769
0.00193423597679	144,551	1034
0.00189214758751	63,517	1057
0.0016146393972	615,626,711	1858
0.0		1327
0.0		1523
0.000500250125063	1993	1999
0.00043840420868	523	2281
0.0		796
0.0		1031
0.0		979
0.00077399380805	970	1292
0.0		1101
0.001001001001	513	999
0.00111234705228	551,1254	1798
0.000665335994677	1322	1503
0.0		779
0.0010395010395	351,1850	1924
0.0		1085
0.001221001221	807,1133	1638
0.0		996
0.00195886385896	136,920	1021
0.00057273768614	75	1746
0.0		2415
0.0		747
0.0		970
0.0		1123
0.000732064421669	610	1366
0.0		1477
0.0		2120
0.0		3146
0.0		777
0.000656167979003	858	1524
0.0		694
0.000498380264142	975,289	4013
0.0		1155
0.0		731
0.000396667988893	149	2521
0.0		1294
0.0		1839
0.000377572210685	91,875	5297
0.00085910652921	971	1164
0.000359324469996	1796	2783
