DENSITY	POSITIONS	SUBPEAK_LENGTH
0.0		1604
0.0		1170
0.0		967
0.00108695652174	82	920
0.000595592614652	1219	1679
0.00164744645799	367,515	1214
0.0		1486
0.0		1324
0.00399042298484	487,690,937,273,863	1253
0.00117508813161	469,536	1702
0.0		1427
0.0		961
0.00108577633008	43	921
0.000831255195345	956	1203
0.0		689
0.000725689404935	1118	1378
0.00150489089541	925,1181	1329
0.000531349628055	1483	1882
0.00101936799185	481	981
0.000502512562814	1177	1990
0.000782472613459	848	1278
0.000670690811536	485	1491
0.0		886
0.0		981
0.0		3549
0.0013468013468	330,1029	1485
0.00173611111111	416	576
0.000867302688638	843	1153
0.00106723585912	817	937
0.0		1771
0.000565610859729	1098	1768
0.00185356811863	363,625	1079
0.0		1462
0.0		1817
0.0		1275
0.0016155088853	282	619
0.0		2208
0.0		1849
0.0		1274
0.0		1277
0.0		958
0.00073046018992	576	1369
0.0		755
0.0		765
0.00119760479042	172,902	1670
0.000744047619048	528	1344
0.0		1704
0.000819000819001	1229,1715	2442
0.000789265982636	319	1267
0.000535045478866	1130	1869
0.0		1201
0.00134138162307	531,570	1491
0.0		1712
0.0		2005
0.0		694
0.00054914881933	1291	1821
0.0		950
0.00134498991258	1465,812	1487
0.0		1784
0.00107066381156	655	934
0.0		877
0.0		636
0.0		2202
0.0		780
0.0		1202
0.0		705
0.00326086956522	164,588,894	920
0.00147492625369	1250,813	1356
0.0		767
0.0		723
0.00123762376238	527	808
0.0		1024
0.0		1063
0.000560538116592	1463	1784
0.000817661488144	548	1223
0.0		1039
0.0		1085
0.000829187396352	977	1206
0.0		2597
0.0		1067
0.0		950
0.0		787
0.000276014352746	138	3623
0.00126342387871	645,951	1583
0.00157604412924	1030,1160	1269
0.00227272727273	99,742	880
0.0		838
0.0		1249
0.0		572
0.0		692
0.0019305019305	274,564	1036
0.00136239782016	387,988	1468
0.0		786
0.0		1274
0.00186219739292	178,45,1098	1611
0.0		1680
0.0		1095
0.0		2130
0.00147819660015	703,1315	1353
0.0		2066
0.0		822
0.0		1346
0.0		955
0.00151515151515	258	660
0.00079554494829	829	1257
0.0		1053
0.0		806
0.000562429696288	120	1778
0.0		1082
0.0		975
0.0		1063
0.0		688
0.00106837606838	258	936
0.00304259634888	259,620,190	986
0.000502260170768	1088	1991
0.00223964165733	470,345,817,1443	1786
0.0		1426
0.0		1631
0.0		5814
0.0		1255
0.00085910652921	1179,772	2328
0.00111111111111	26	900
0.000911577028259	630	1097
0.000788022064618	458	1269
0.00046904315197	15	2132
0.00149588631264	390,943	1337
0.000683760683761	3401,4024,2827,4792	5850
0.0		1330
0.0		675
0.0		892
0.0		1537
0.0		1262
0.0		1446
0.0		871
0.0024154589372	781,571	828
0.0		1241
0.0		976
0.00110741971207	460	903
0.0		1126
0.00102040816327	53	980
0.000619962802232	960	1613
0.000805801772764	544	1241
0.000905797101449	4	1104
0.0		621
0.0		604
0.00125	393,1245	1600
0.0		1012
0.0		1103
0.00043630017452	1276	2292
0.0		1806
0.00110741971207	379	903
0.0		574
0.00173460537728	989,1126	1153
0.0		768
0.0		559
0.0		1286
0.0		1057
0.000514933058702	654	1942
0.0		687
0.00139762403913	1083,634	1431
0.00195439739414	914,1481,1498	1535
0.0		647
0.0		548
0.0		1403
0.0		924
0.00127388535032	473	785
0.000620347394541	546	1612
0.000842459983151	605	1187
0.000842459983151	359	1187
0.00114155251142	150	876
0.0		1013
0.000324359390204	2086	3083
0.0		1110
0.0		1385
0.0		1156
0.0		883
0.0		1189
0.0		1204
0.0		945
0.0		765
0.0		1540
0.000310655483069	2968	3219
0.0		1867
0.00329218106996	34,156,326,939	1215
0.000746268656716	359,688	2680
0.0		1294
0.000576036866359	345	1736
0.0		1409
0.0		939
0.0		886
0.00361010830325	678,156,720	831
0.0		906
0.000344708721131	841	2901
0.0		1244
0.000862812769629	601	1159
0.00115340253749	628,1135	1734
0.0		1103
0.00138888888889	171,887	1440
0.000982640026204	924,1428,2183	3053
0.000633312222926	1586,1494	3158
0.0		1301
0.0		600
0.000622083981337	2005,85	3215
0.0		786
0.0		897
0.00120192307692	545	832
0.00087260034904	980	1146
0.0		1603
0.00179856115108	1367,470,615	1668
0.0		603
0.0		1002
0.000534759358289	226	1870
0.00141242937853	276,1025	1416
0.0		732
0.0		1556
0.0015612802498	215,254	1281
0.000877963125549	357	1139
0.000820344544709	445	1219
0.0		999
0.000488997555012	1204	2045
0.0		1049
0.00242326332795	95,937,1195	1238
0.000860585197935	873	1162
0.0		2177
0.0		2170
0.000945179584121	840	1058
0.0		891
0.0		822
0.00113442994895	1053,522	1763
0.0		2581
0.000366032210835	1658	2732
0.0		1384
0.000562746201463	135	1777
0.000668449197861	1006	1496
0.0		1042
0.0		2681
0.000509683995923	849	1962
0.0		714
0.0		948
0.00115874855156	418	863
0.0		1730
0.0		789
0.0		874
0.000660501981506	808	1514
0.00141542816702	1342,213	1413
0.0		864
0.0		2739
0.000797766254487	1153,2184	2507
0.0		1239
0.0		941
0.000835421888053	558	1197
0.00076423385556	1834,1878	2617
0.000625782227785	353	1598
0.00265721877768	414,7,509	1129
0.0031185031185	302,472,677	962
0.0		640
0.0		1075
0.0		871
0.0		3580
0.0		1092
0.0		1078
0.0		963
0.0		866
0.0		623
0.000442086648983	954	2262
0.0		1517
0.000598444045482	903	1671
0.000664893617021	726	1504
0.000684462696783	397	1461
0.000347342827371	330	2879
0.0		683
0.0		856
0.0		820
0.000497265042268	1478	2011
0.000409836065574	1790,1834	4880
0.00133689839572	93	748
0.0		1735
0.0		968
0.000547345374932	1759	1827
0.0		809
0.0		1113
0.0		668
0.00157977883096	1146,1192	1266
0.000309214594929	2088	3234
0.00140350877193	411,966	1425
0.0		777
0.0		1862
0.0		1189
0.000951474785918	428	1051
0.0		3154
0.0		1560
0.0		837
0.0		1454
0.0		1484
0.0011954572624	1389,393	1673
0.0015612802498	332,480	1281
0.000759878419453	245	1316
0.00111172873819	320,1567	1799
0.000923361034164	918	1083
0.00045766590389	1872	2185
0.000784929356358	451	1274
0.000952834683182	545,1465	2099
0.000262881177708	3801	3804
0.00193923723335	1127,1361,1453	1547
0.000788643533123	742	1268
0.0		760
0.0		1017
0.0		710
0.0		1073
0.0		1289
0.000566091140674	625,2813	3533
0.0		1917
0.000597371565114	1329	1674
0.0		943
0.000984736582964	1235,1631	2031
0.0		1487
0.00135777325187	467,356	1473
0.00128984706099	1209,1250,1527,1702,4074,508,2554	5427
0.00194552529183	595,722,716	1542
0.0		5963
0.000544662309368	594	1836
0.0		826
0.0		879
0.00259515570934	507,1070,1145	1156
0.000610500610501	831	1638
0.00121654501217	111,1229	1644
0.0		1185
0.000858369098712	474,741	2330
0.0		1156
0.000856898029135	685	1167
0.00107874865156	485	927
0.0		927
0.0		861
0.00307692307692	223,782,1116,1160	1300
0.000639386189258	984	1564
0.0		940
0.00205761316872	784,11	972
0.0		912
0.000674081563869	2560,2776	2967
0.0		2775
0.0		590
0.000655737704918	1202,2453	3050
0.0		981
0.000718907260963	690	1391
0.0		3086
0.000237360550676	1769	4213
0.0		913
0.0		1664
0.0		896
0.000730994152047	1167	1368
0.00113122171946	329	884
0.000950570342205	410,1825	2104
0.0		1246
0.00147492625369	87	678
0.0		987
0.000848896434635	269,591	2356
0.0		1182
0.0		1307
0.000730994152047	1207	1368
0.0		913
0.00485436893204	84,224,360	618
0.000878734622144	832	1138
0.00068073519401	1240	1469
0.0		812
0.00108459869848	506	922
0.000767459708365	647	1303
0.00273473108478	143,537,1018	1097
0.000951474785918	1004	1051
0.0		1878
0.0		979
0.000965250965251	766	1036
0.00189753320683	124	527
0.000416666666667	1308	2400
0.0		1217
0.0		2353
0.000679347826087	499	1472
0.000832639467111	513	1201
0.000663570006636	759	1507
0.000560852495794	998	1783
0.0		1262
0.00114547537228	697	873
0.0		1749
0.00361010830325	251,404,756	831
0.0		1376
0.0		2375
0.000793650793651	1122	1260
0.0		1645
0.0		569
0.000533617929562	172	1874
0.0		1021
0.0		1592
0.000672043010753	685	1488
0.0		805
0.0		974
0.00135226504395	812,227	1479
0.0		1376
0.0		838
0.0		827
0.000340599455041	92	2936
0.0		933
0.0		1210
0.000877577885037	951,592	2279
0.0		859
0.000991080277502	644	1009
0.0010989010989	690	910
0.00050994390617	442	1961
0.0		1123
0.000650618087183	527	1537
0.0		974
0.000678886625933	1019	1473
0.000511247443763	250	1956
0.0		1042
0.0		887
0.0		1694
0.0		1553
0.0		1266
0.000871080139373	526	1148
0.0		1117
0.00189393939394	527,833	1056
0.0		939
0.0010183299389	404	982
0.0		1399
0.000450653447499	1997	2219
0.000572409845449	1470	1747
0.000771604938272	721	1296
0.0		901
0.00162866449511	912,850	1228
0.0		657
0.0		875
0.0		1098
0.0		1056
0.0		594
0.0024154589372	284,318	828
0.0		941
0.000981836033382	1469,1863	2037
0.0		1210
0.0		817
0.0		850
0.0		2433
0.0		1341
0.0		802
0.0		679
0.000410340582684	1960	2437
0.0		1090
0.000454545454545	198	2200
0.000848896434635	451,592	2356
0.0		1556
0.000787401574803	544	1270
0.0		1484
0.0		853
0.0		837
0.0		672
0.0		862
0.00081103000811	1052	1233
0.0		822
0.000551571980143	1668	1813
0.0		915
0.0		1567
0.000774593338497	1022	1291
0.000778816199377	667	1284
0.003367003367	398,517,533,739	1188
0.0		937
0.000372300819062	2549	2686
0.0		819
0.00199401794616	480,882	1003
0.0		808
0.00112359550562	555	890
0.0		1090
0.0		887
0.00201680672269	915,929,992,2189,391,626	2975
0.000632511068944	113	1581
0.0		1695
0.000480538202787	1137	2081
0.00142314990512	444,116,511	2108
0.00184501845018	528,1015,1352	1626
0.00090661831369	11	1103
0.000947867298578	277	1055
0.000738552437223	678	1354
0.0		1112
0.000509424350484	2736,2876	3926
0.0		1004
0.0		1053
0.00106382978723	229	940
0.0		1073
0.0		1029
0.0		894
0.00133244503664	673,1328	1501
0.00174520069808	749,663	1146
0.0		1022
0.000389863547758	488	2565
0.000590318772137	432	1694
0.0		2247
0.00068760027504	1845,2101,4246	4363
0.00101317122594	345	987
0.0		937
0.0		1155
0.00158478605388	940,56	1262
0.0		1138
0.0		736
0.000477554918816	427	2094
0.00077339520495	493	1293
0.000903342366757	514	1107
0.0		1979
0.0		1095
0.0		972
0.0		1083
0.000647249190939	978	1545
0.0		735
0.000712250712251	862	1404
0.0		2215
0.00161725067385	65,76,107	1855
0.000496647628508	898,1020	4027
0.0		1216
0.00100401606426	82	996
0.000449034575662	2186	2227
0.00111856823266	407	894
0.000807102502018	1030	1239
0.00160599571734	618,1484,842	1868
0.0		1496
0.0		895
0.0		919
0.0005382131324	616	1858
0.0		861
0.00522466039707	785,825,856,887,927	957
0.00100401606426	911	996
0.0		1289
0.0		936
0.0		920
0.0		816
0.0010298661174	1663,54	1942
0.000732600732601	522	1365
0.000784929356358	331	1274
0.0		752
0.0		1151
0.00121506682868	8	823
0.00121212121212	538	825
0.00109649122807	788	912
0.0		500
0.000502008032129	312	1992
0.000375234521576	2287	2665
0.0		1800
0.000743494423792	1229	1345
0.0		1246
0.00088573959256	1094	1129
0.00113058224986	1099,792	1769
0.0010718113612	868	933
0.0		1709
0.00108108108108	157	925
0.0		1626
0.000921658986175	996	1085
0.0		1458
0.0		1212
0.000927643784787	722	1078
0.00080064051241	1133	1249
0.00133155792277	384,805	1502
0.0		630
0.0		1056
0.0		1457
0.00095328884652	362	1049
0.0		894
0.0		1577
0.000739098300074	992	1353
0.0		1080
0.000256871307475	2872	3893
0.00130208333333	698	768
0.0012936610608	159	773
0.0		586
0.00122925629994	226,100	1627
0.0		1398
0.000713775874375	433	1401
0.0		1025
0.000436109899695	1431	2293
0.000654878847413	1083	1527
0.0		1124
0.0		1339
0.0		1195
0.000680040802448	178,1021	2941
0.0		892
0.000873362445415	1014	1145
0.000964785335263	55,1654	2073
0.00113636363636	500	880
0.00102145045965	383	979
0.000744047619048	507	1344
0.00103842159917	793	963
0.0		1367
0.00161943319838	367,790	1235
0.0		970
0.000799360511591	177	1251
0.00123456790123	624	810
0.0		968
0.000673854447439	294	1484
0.0011641443539	348	859
0.0		1075
0.0		1099
0.000651041666667	555	1536
0.000515995872033	1780	1938
0.00188146754468	1017,1053	1063
0.0		1913
0.0		895
0.0		1123
0.0		1072
0.0		1001
0.0		858
0.000624219725343	1312	1602
0.0		575
0.000711743772242	485	1405
0.0		3169
0.0		785
0.0		924
0.00036469730124	895	2742
0.00077101002313	412	1297
0.0		1141
0.00177777777778	623,181	1125
0.000640204865557	511	1562
0.0		1766
0.00182315405652	59,120	1097
0.000683994528044	47	1462
0.0		1037
0.0		1950
0.0		869
0.0		1505
0.00158102766798	319,487,2265,115	2530
0.0		1003
0.0		1583
0.00106666666667	1787,215	1875
0.0		1730
0.0		1032
0.00115074798619	689	869
0.0		1098
0.0		617
0.0		2545
0.000927643784787	185	1078
0.000497265042268	1426	2011
0.0017094017094	2,367	1170
0.00290979631426	473,570,955	1031
0.0		1119
0.0		968
0.00192030724916	520,564,348,483	2083
0.0		1463
0.000780640124902	430	1281
0.000551571980143	68	1813
0.0		1168
0.00142857142857	535	700
0.000946073793756	102	1057
0.000718390804598	154	1392
0.0		740
0.000389863547758	1137	2565
0.00105596620908	503	947
0.0		613
0.00081499592502	769	1227
0.0004500450045	1081	2222
0.00068166325835	1412	1467
0.0		1056
0.000455580865604	2027	2195
0.00112612612613	153	888
0.000607902735562	374	1645
0.0		937
0.000777604976672	173	1286
0.0		1629
0.0		1419
0.000912131346914	746,1227,2566	3289
0.000777604976672	165,475	2572
0.0		1587
0.0		902
0.00149365197909	652,882	1339
0.0		1042
0.0		1455
0.0		1574
0.0		799
0.0		983
0.0		780
0.0		1278
0.00123839009288	162,821	1615
0.0		1496
0.0		1030
0.0		1041
0.000350262697023	2431	2855
0.0		1473
0.000596302921884	962	1677
0.0		725
0.0		1481
0.0		986
0.0		1587
0.0		1119
0.0		1455
0.0		1337
0.0		842
0.00191082802548	1175,144,248	1570
0.000623052959502	1429	1605
0.00310559006211	695,1063,1111,1117	1288
0.000712250712251	76	1404
0.0		484
0.00368098159509	555,1438,1472,1506,1608,1221	1630
0.000710732054016	1358	1407
0.0		1525
0.0		878
0.000436681222707	700	2290
0.0		889
0.0		1086
0.00103626943005	357	965
0.00120048019208	670	833
0.000513874614594	114	1946
0.0		898
0.0		1191
0.000846740050804	652	1181
0.000902527075812	981	1108
0.0		3109
0.000785237534354	403,744	2547
0.0		881
0.0		1328
0.0		646
0.00066181336863	95	1511
0.00210304942166	660,697	951
0.000477326968974	1182	2095
0.0		1729
0.00105708245243	438	946
0.000257267815796	616	3887
0.0		1266
0.000532197977648	1315	1879
0.0		1550
0.0		893
0.0		573
0.0		532
0.0		1066
0.000527148128624	3169,1967	3794
0.0		2881
0.000576036866359	1491	1736
0.00069132388524	151,713	2893
0.0		1516
0.00128865979381	175	776
0.0		771
0.00089605734767	351	1116
0.0		1515
0.0		1018
0.0		1053
0.00125	609,867	1600
0.000184535892231	4981	5419
0.000434782608696	2133	2300
0.000860955660783	1391,1762	2323
0.00124455507156	901,407	1607
0.0		1014
0.00126502213789	988,1266	1581
0.0		1049
0.0		875
0.000316856780735	364	3156
0.0		1307
0.0		1908
0.0		3189
0.0		963
0.0		731
0.000564015792442	555	1773
0.00137551581843	711	727
0.000717617509867	839,2048	2787
0.0		1046
0.0		1359
0.000983284169125	786	1017
0.000937207122774	807	1067
0.000874125874126	1100	1144
0.000542005420054	993	1845
0.0		1014
0.0		1833
0.00102145045965	20	979
0.0		1314
0.0		862
0.000719942404608	1225	1389
0.0		1366
0.000787401574803	622	1270
0.0		1083
0.0		1173
0.0		1648
0.0		1076
0.000992063492063	44	1008
0.000907852927826	87,980	2203
0.0019267822736	438,539	1038
0.0		499
0.00115074798619	444	869
0.00119331742243	215,875	1676
0.0		1241
0.0		773
0.0		663
0.0		1304
0.00156494522692	735,139	1278
0.0		1188
0.0		867
0.0		971
0.0		736
0.0		784
0.000695410292072	1037	1438
0.000744232200447	174,10,2825	4031
0.000365363536719	1704	2737
0.0		1068
0.000725163161711	1319	1379
0.0		1052
0.00102040816327	504	980
0.0		542
0.0		1765
0.000651890482399	310	1534
0.0		1881
0.0		1075
0.00118764845606	17,396	1684
0.000574382538771	1332	1741
0.0		882
0.0		1483
0.000621118012422	957	1610
0.0		853
0.000881834215168	238	1134
0.0		994
0.00137080191912	635,689	1459
0.00224215246637	628,663	892
0.0		1221
0.0		666
0.0		1627
0.000979431929481	308,1635	2042
0.00165975103734	920,1049	1205
0.000853970964987	915	1171
0.0		554
0.00240963855422	422,495	830
0.000918273645546	919	1089
0.00189035916824	7	529
0.0		1137
0.0		942
0.00119904076739	481	834
0.000363901018923	2652	2748
0.000575705238918	487	1737
0.00132100396301	583,55	1514
0.0		1086
0.00140056022409	1383,345	1428
0.0		1027
0.00064850843061	10	1542
0.0		1009
0.00133511348465	341,1116	1498
0.00296956198961	101,1325,217,959	1347
0.000335457900034	2371	2981
0.00111111111111	603	900
0.000700770847933	572	1427
0.00124275062138	72,1264,1492	2414
0.0		1043
0.0		731
0.0		1029
0.00152827305145	1845,559,1157	1963
0.0		844
0.000484730974309	1075	2063
0.000862068965517	452	1160
0.00114547537228	447	873
0.000573065902579	688	1745
0.000609384521633	124	1641
0.000548847420417	1516	1822
0.00117508813161	350	851
0.0		2401
0.0		601
0.0		802
0.0		975
0.0		1167
0.0		1020
0.0		611
0.0003663003663	2072	2730
0.00118835412953	15,415	1683
0.00115606936416	972,1099	1730
0.0		1857
0.000521920668058	539	1916
0.0		842
0.000648088139987	984	1543
0.00185185185185	1041,1284,1386	1620
0.00219458668617	794,943,1024	1367
0.000465983224604	1384	2146
0.00092965602727	2650,2836,2870	3227
0.0		880
0.000771902740255	2160,287	2591
0.00389483933788	1,48,74,847	1027
0.0		1374
0.0		2733
0.00210526315789	600,181	950
0.0		2399
0.000718218817333	5,232,1696	4177
0.00132187706543	554,672	1513
0.00117785630153	66	849
0.0		1706
0.0		850
0.000462107208872	780	2164
0.0		1435
0.00294550810015	573,659	679
0.0		928
0.0		1010
0.000674763832659	1086	1482
0.00375939849624	308,623,708	798
0.0		1359
0.000754147812971	299	1326
0.0		655
0.000475285171103	721	2104
0.0		1073
0.0		1004
0.0		1357
0.0		1032
0.0		1335
0.0		1160
0.00137677833869	1968,245,880	2179
0.000969932104753	3036,1157,1837	3093
0.000963391136802	159	1038
0.000865800865801	635	1155
0.0		1176
0.0		1477
0.0		1230
0.000552181115406	1749	1811
0.0026525198939	913,1025,594	1131
0.000976800976801	2417,3889,412,546	4095
0.0		792
0.000531490831783	2471,3065	3763
0.000550357732526	1048	1817
0.0		1812
0.00116144018583	582	861
0.000759301442673	796	1317
0.000854700854701	103	1170
0.000937207122774	943	1067
0.0		2536
0.000628140703518	614	1592
0.00108774474257	398,553,784	2758
0.0		1501
0.0		1844
0.0		1267
0.00132275132275	169	756
0.0		1626
0.0		877
0.0		1045
0.0		2056
0.00065963060686	293	1516
0.0		1114
0.000567214974475	241	1763
0.0		1962
0.000879507475814	2512,3081,3095	3411
0.0		1160
0.0		2706
0.00162074554295	182	617
0.000851788756388	1255,1426,3225	3522
0.000697593303104	104,83	2867
0.0		758
0.000956632653061	240,550,2757	3136
0.000880281690141	429	1136
0.0		1129
0.0		2114
0.000539374325782	6	1854
0.0		1625
0.0		950
0.0		1241
0.000996015936255	495	1004
0.0		1208
0.0		1023
0.0		854
0.000393236335037	2347	2543
0.0		1776
0.00160685591859	37,549,444	1867
0.00161637931034	407,612,1793	1856
0.0		698
0.0		967
0.00110987791343	407	901
0.00117924528302	313	848
0.0		1010
0.0		1294
0.0		1825
0.0		602
0.0		581
0.0		1188
0.0		810
0.0		819
0.000661375661376	932	1512
0.0		2587
0.0		877
0.0		1715
0.0		1656
0.0		610
0.0		1103
0.0		1189
0.0		1477
0.0		2723
0.0		988
0.0		1122
0.0		1060
0.0		1125
0.0		812
0.000634920634921	908	1575
0.00077399380805	400	1292
0.00101884870097	1370,877	1963
0.0		1874
0.00171821305842	215	582
0.000592768227623	956	1687
0.000686813186813	1168	1456
0.0		1366
0.00199600798403	2123,2252,1653,1731,2244	2505
0.0		803
0.0		930
0.000480192076831	1804,3777	4165
0.00120048019208	436,563	1666
0.000878734622144	32	1138
0.000712758374911	1122	1403
0.000728332119446	75	1373
0.000544959128065	1362	1835
0.0		1770
0.000478468899522	1779,3187	4180
0.00156372165754	716,1219	1279
0.000609013398295	215	1642
0.000451875282422	1226	2213
0.0		932
0.0		959
0.0		1584
0.00113250283126	243	883
0.00195058517555	901,914,969	1538
0.00169204737733	184,217	1182
0.0		1320
0.0010162601626	154,305	1968
0.00102616726526	1860,904	1949
0.0		758
0.0		1030
0.0		805
0.0021436227224	740,607	933
0.00112107623318	57	892
0.0		978
0.0		1478
0.0		895
0.00137362637363	485	728
0.0		2410
0.000754147812971	1262	1326
0.0		1031
0.0		886
0.000772797527048	765	1294
0.0		1665
0.0		591
0.000959692898273	283	1042
0.00115340253749	619	867
0.0		637
0.0		2066
0.000455580865604	394	2195
0.0		992
0.0		1392
0.0		1102
0.000286123032904	89	3495
0.0		2574
0.0		1167
0.00245098039216	152,716	816
0.0		1491
0.00103519668737	81	966
0.000429737859905	1814	2327
0.000591715976331	500	1690
0.000754147812971	51	1326
0.0		1363
0.0		1148
0.00148588410104	304,941	1346
0.000744047619048	981	1344
0.00315955766193	409,306	633
0.0		2300
0.0		1286
0.0		1559
0.0		1503
0.00108577633008	194,1795	1842
0.0		1238
0.00123609394314	339	809
0.0		632
0.0		994
0.0		831
0.0		724
0.0		753
0.000417362270451	1476	2396
0.0		1069
0.00098231827112	188	1018
0.00175029171529	74,1106,1244	1714
0.0011273957159	841	887
0.0		2331
0.000596658711217	1029	1676
0.000481695568401	18	2076
0.000615384615385	1032	1625
0.0		1410
0.00179856115108	220,808	1112
0.0		865
0.00151171579743	701,508	1323
0.0		2676
0.000952380952381	554	1050
0.00145878920496	13,472	1371
0.00046783625731	1873,2162	4275
0.0		2495
0.0		860
0.0		938
0.000417536534447	157	2395
0.0		732
0.000666222518321	897	1501
